Case 1
   Query 225: 864
   Query 226: 528
   Query 227: 528
   Query 228: 312
   Query 229: 144
   Query 230: 192
   Query 231: 672
   Query 232: 768
   Query 233: 768
   Query 234: 384
   Query 235: 192
   Query 236: 528
   Query 237: 384
   Query 238: 624
   Query 239: 144
   Query 240: 240
   Query 241: 534
   Query 242: 240
   Query 243: 576
   Query 244: 528
   Query 245: 768
   Query 246: 316
   Query 247: 864
   Query 248: 456
   Query 249: 240
   Query 250: 192
   Query 251: 720
   Query 252: 192
   Query 253: 816
   Query 254: 312
   Query 255: 822
   Query 256: 48
   Query 257: 0
   Query 258: 720
   Query 259: 384
   Query 260: 558
   Query 261: 48
   Query 262: 240
   Query 263: 528
   Query 264: 336
   Query 265: 720
   Query 266: 240
   Query 267: 744
   Query 268: 192
   Query 269: 672
   Query 270: 624
   Query 271: 384
   Query 272: 288
   Query 273: 432
   Query 274: 204
   Query 275: 528
   Query 276: 816
   Query 277: 120
   Query 278: 480
   Query 279: 624
   Query 280: 288
   Query 281: 672
   Query 282: 288
   Query 283: 474
   Query 284: 624
   Query 285: 624
   Query 286: 384
   Query 287: 384
   Query 288: 480
   Query 289: 864
   Query 290: 48
   Query 291: 864
   Query 292: 96
   Query 293: 672
   Query 294: 816
   Query 295: 486
   Query 296: 300
   Query 297: 354
   Query 298: 708
   Query 299: 720
   Query 300: 696
   Query 301: 144
   Query 302: 576
   Query 303: 816
   Query 304: 416
   Query 305: 272
   Query 306: 48
   Query 307: 600
   Query 308: 528
   Query 309: 384
   Query 310: 24
   Query 311: 816
   Query 312: 576
   Query 313: 768
   Query 314: 96
   Query 315: 720
   Query 316: 336
   Query 317: 0
   Query 318: 672
   Query 319: 304
   Query 320: 96
   Query 321: 0
   Query 322: 48
   Query 323: 864
   Query 324: 144
   Query 325: 648
   Query 326: 192
   Query 327: 604
   Query 328: 48
   Query 329: 48
   Query 330: 288
   Query 331: 822
   Query 332: 144
   Query 333: 240
   Query 334: 864
   Query 335: 704
   Query 336: 96
   Query 337: 720
   Query 338: 240
   Query 339: 360
   Query 340: 304
   Query 341: 672
   Query 342: 264
   Query 343: 528
   Query 344: 432
   Query 345: 720
   Query 346: 528
   Query 347: 366
   Query 348: 0
   Query 349: 720
   Query 350: 792
   Query 351: 762
   Query 352: 696
   Query 353: 96
   Query 354: 624
   Query 355: 408
   Query 356: 732
   Query 357: 672
   Query 358: 312
   Query 359: 480
   Query 360: 336
   Query 361: 576
   Query 362: 96
   Query 363: 84
   Query 364: 528
   Query 365: 480
   Query 366: 432
   Query 367: 264
   Query 368: 18
   Query 369: 288
   Query 370: 480
   Query 371: 48
   Query 372: 48
   Query 373: 144
   Query 374: 192
   Query 375: 864
   Query 376: 352
   Query 377: 576
   Query 378: 432
   Query 379: 624
   Query 380: 774
   Query 381: 48
   Query 382: 648
   Query 383: 240
   Query 384: 624
   Query 385: 576
   Query 386: 396
   Query 387: 240
   Query 388: 96
   Query 389: 864
   Query 390: 363
   Query 391: 552
   Query 392: 480
   Query 393: 384
   Query 394: 288
   Query 395: 48
   Query 396: 672
   Query 397: 528
   Query 398: 768
   Query 399: 627
   Query 400: 576
   Query 401: 528
   Query 402: 54
   Query 403: 672
   Query 404: 384
   Query 405: 360
   Query 406: 96
   Query 407: 432
   Query 408: 234
   Query 409: 303
   Query 410: 720
   Query 411: 0
   Query 412: 384
   Query 413: 792
   Query 414: 240
   Query 415: 720
   Query 416: 120
   Query 417: 528
   Query 418: 288
   Query 419: 576
   Query 420: 288
   Query 421: 720
   Query 422: 852
   Query 423: 480
   Query 424: 816
   Query 425: 432
   Query 426: 288
   Query 427: 48
   Query 428: 368
Case 14
   Query 1: 456
   Query 2: 456
   Query 3: 72
   Query 4: 96
   Query 5: 456
   Query 6: 720
   Query 7: 456
   Query 8: 0
   Query 9: 48
   Query 10: 152
   Query 11: 840
   Query 12: 285
   Query 13: 456
   Query 14: 304
   Query 15: 0
   Query 16: 0
   Query 17: 456
   Query 18: 0
   Query 19: 0
   Query 20: 0
   Query 21: 0
   Query 22: 72
   Query 23: 684
   Query 24: 720
   Query 25: 684
   Query 26: 192
   Query 27: 336
   Query 28: 456
   Query 29: 684
   Query 30: 0
   Query 31: 0
   Query 32: 0
   Query 33: 228
   Query 34: 0
   Query 35: 456
   Query 36: 639
   Query 37: 776
   Query 38: 0
   Query 39: 432
   Query 40: 768
   Query 41: 684
   Query 42: 672
   Query 43: 816
   Query 44: 570
   Query 45: 0
   Query 46: 0
   Query 47: 0
   Query 48: 720
   Query 49: 844
   Query 50: 816
   Query 51: 576
   Query 52: 816
   Query 53: 690
   Query 54: 456
   Query 55: 456
   Query 56: 228
   Query 57: 0
   Query 58: 456
   Query 59: 0
   Query 60: 0
   Query 61: 171
   Query 62: 342
   Query 63: 216
   Query 64: 496
   Query 65: 0
   Query 66: 240
   Query 67: 528
   Query 68: 492
   Query 69: 0
   Query 70: 380
   Query 71: 456
   Query 72: 840
   Query 73: 0
   Query 74: 216
   Query 75: 780
   Query 76: 384
   Query 77: 168
   Query 78: 152
   Query 79: 0
   Query 80: 0
   Query 81: 0
   Query 82: 528
   Query 83: 456
   Query 84: 0
   Query 85: 152
   Query 86: 0
   Query 87: 342
   Query 88: 720
   Query 89: 864
   Query 90: 0
   Query 91: 456
   Query 92: 0
   Query 93: 0
   Query 94: 0
   Query 95: 168
   Query 96: 624
   Query 97: 0
   Query 98: 456
   Query 99: 468
   Query 100: 432
   Query 101: 0
   Query 102: 672
   Query 103: 228
   Query 104: 608
   Query 105: 836
   Query 106: 456
   Query 107: 0
   Query 108: 684
   Query 109: 608
   Query 110: 0
   Query 111: 0
   Query 112: 312
   Query 113: 0
   Query 114: 396
   Query 115: 798
   Query 116: 456
   Query 117: 0
   Query 118: 342
   Query 119: 0
   Query 120: 0
   Query 121: 570
   Query 122: 0
   Query 123: 336
   Query 124: 456
   Query 125: 0
   Query 126: 0
   Query 127: 456
   Query 128: 456
   Query 129: 0
   Query 130: 444
   Query 131: 408
   Query 132: 456
   Query 133: 40
   Query 134: 0
   Query 135: 0
   Query 136: 0
   Query 137: 0
   Query 138: 336
   Query 139: 0
   Query 140: 144
   Query 141: 480
   Query 142: 48
   Query 143: 456
   Query 144: 684
   Query 145: 456
   Query 146: 684
   Query 147: 513
   Query 148: 480
   Query 149: 456
   Query 150: 456
   Query 151: 648
   Query 152: 312
   Query 153: 24
   Query 154: 720
   Query 155: 0
   Query 156: 258
   Query 157: 0
   Query 158: 0
   Query 159: 0
   Query 160: 312
   Query 161: 432
   Query 162: 0
   Query 163: 0
   Query 164: 816
   Query 165: 0
   Query 166: 336
   Query 167: 744
   Query 168: 414
   Query 169: 0
   Query 170: 44
   Query 171: 474
   Query 172: 48
   Query 173: 532
   Query 174: 684
   Query 175: 576
   Query 176: 456
   Query 177: 525
   Query 178: 0
   Query 179: 0
   Query 180: 0
   Query 181: 120
   Query 182: 624
   Query 183: 0
   Query 184: 456
   Query 185: 400
   Query 186: 456
   Query 187: 856
   Query 188: 0
   Query 189: 0
   Query 190: 768
   Query 191: 360
   Query 192: 456
   Query 193: 0
   Query 194: 312
   Query 195: 384
   Query 196: 95
   Query 197: 0
   Query 198: 48
   Query 199: 480
   Query 200: 720
   Query 201: 570
   Query 202: 744
   Query 203: 0
   Query 204: 864
   Query 205: 0
   Query 206: 0
   Query 207: 0
   Query 208: 456
   Query 209: 0
   Query 210: 528
   Query 211: 0
   Query 212: 720
   Query 213: 0
   Query 214: 798
   Query 215: 456
   Query 216: 0
   Query 217: 228
   Query 218: 0
   Query 219: 48
   Query 220: 228
   Query 221: 736
   Query 222: 0
   Query 223: 0
   Query 224: 0
   Query 225: 608
   Query 226: 0
   Query 227: 640
   Query 228: 120
   Query 229: 0
   Query 230: 528
   Query 231: 880
   Query 232: 456
   Query 233: 0
   Query 234: 304
   Query 235: 228
   Query 236: 0
   Query 237: 456
   Query 238: 648
   Query 239: 0
   Query 240: 114
   Query 241: 720
   Query 242: 304
   Query 243: 768
   Query 244: 456
   Query 245: 608
   Query 246: 228
   Query 247: 0
   Query 248: 800
   Query 249: 0
   Query 250: 510
   Query 251: 504
   Query 252: 0
   Query 253: 228
   Query 254: 0
   Query 255: 876
   Query 256: 168
   Query 257: 512
   Query 258: 0
   Query 259: 0
   Query 260: 0
   Query 261: 537
   Query 262: 114
   Query 263: 304
   Query 264: 24
   Query 265: 264
   Query 266: 0
   Query 267: 456
   Query 268: 564
   Query 269: 399
   Query 270: 456
   Query 271: 456
   Query 272: 720
   Query 273: 760
   Query 274: 456
   Query 275: 228
   Query 276: 792
   Query 277: 228
   Query 278: 0
   Query 279: 504
   Query 280: 300
   Query 281: 624
   Query 282: 0
   Query 283: 399
   Query 284: 456
   Query 285: 752
   Query 286: 168
   Query 287: 0
   Query 288: 0
   Query 289: 720
   Query 290: 120
   Query 291: 384
   Query 292: 816
   Query 293: 0
   Query 294: 0
   Query 295: 228
   Query 296: 480
   Query 297: 336
   Query 298: 0
   Query 299: 240
   Query 300: 399
   Query 301: 0
   Query 302: 708
   Query 303: 888
   Query 304: 210
   Query 305: 696
   Query 306: 0
   Query 307: 741
   Query 308: 192
   Query 309: 168
   Query 310: 0
   Query 311: 834
   Query 312: 342
   Query 313: 456
   Query 314: 222
   Query 315: 804
   Query 316: 629
   Query 317: 0
   Query 318: 0
   Query 319: 804
   Query 320: 528
   Query 321: 528
   Query 322: 384
   Query 323: 24
   Query 324: 480
   Query 325: 0
   Query 326: 684
   Query 327: 0
   Query 328: 672
   Query 329: 0
   Query 330: 456
   Query 331: 0
   Query 332: 0
   Query 333: 456
   Query 334: 0
   Query 335: 684
   Query 336: 0
   Query 337: 0
   Query 338: 144
   Query 339: 288
   Query 340: 0
   Query 341: 468
   Query 342: 0
   Query 343: 684
   Query 344: 0
   Query 345: 0
   Query 346: 420
   Query 347: 456
   Query 348: 798
   Query 349: 816
   Query 350: 12
   Query 351: 48
   Query 352: 624
   Query 353: 0
   Query 354: 0
   Query 355: 0
   Query 356: 0
   Query 357: 513
   Query 358: 228
   Query 359: 384
   Query 360: 264
   Query 361: 696
   Query 362: 475
   Query 363: 624
   Query 364: 768
   Query 365: 456
   Query 366: 0
   Query 367: 456
   Query 368: 228
   Query 369: 608
   Query 370: 0
   Query 371: 456
   Query 372: 0
   Query 373: 0
   Query 374: 336
   Query 375: 0
   Query 376: 342
   Query 377: 0
   Query 378: 0
   Query 379: 864
   Query 380: 144
   Query 381: 456
   Query 382: 298
   Query 383: 684
   Query 384: 0
   Query 385: 342
   Query 386: 624
   Query 387: 0
   Query 388: 0
   Query 389: 312
   Query 390: 0
   Query 391: 0
   Query 392: 684
   Query 393: 864
   Query 394: 48
   Query 395: 608
   Query 396: 0
   Query 397: 111
   Query 398: 456
   Query 399: 0
   Query 400: 228
   Query 401: 0
   Query 402: 608
   Query 403: 0
   Query 404: 0
   Query 405: 456
   Query 406: 684
   Query 407: 0
   Query 408: 432
   Query 409: 0
   Query 410: 456
   Query 411: 384
   Query 412: 798
   Query 413: 456
   Query 414: 456
   Query 415: 456
   Query 416: 144
   Query 417: 0
   Query 418: 0
   Query 419: 363
   Query 420: 160
   Query 421: 456
   Query 422: 456
   Query 423: 168
   Query 424: 456
   Query 425: 576
   Query 426: 304
   Query 427: 0
   Query 428: 0
   Query 429: 744
   Query 430: 900
   Query 431: 688
   Query 432: 798
   Query 433: 342
   Query 434: 384
   Query 435: 768
   Query 436: 456
   Query 437: 456
   Query 438: 144
   Query 439: 0
   Query 440: 528
   Query 441: 808
   Query 442: 528
   Query 443: 540
   Query 444: 456
   Query 445: 456
   Query 446: 304
   Query 447: 540
   Query 448: 820
   Query 449: 228
   Query 450: 0
   Query 451: 0
   Query 452: 722
   Query 453: 99
   Query 454: 228
   Query 455: 0
   Query 456: 336
   Query 457: 320
   Query 458: 312
   Query 459: 456
   Query 460: 0
   Query 461: 0
   Query 462: 342
   Query 463: 0
   Query 464: 0
   Query 465: 456
   Query 466: 0
   Query 467: 384
   Query 468: 864
   Query 469: 336
   Query 470: 624
   Query 471: 48
   Query 472: 228
   Query 473: 594
   Query 474: 0
   Query 475: 144
   Query 476: 684
   Query 477: 0
   Query 478: 0
   Query 479: 152
   Query 480: 672
   Query 481: 387
   Query 482: 0
   Query 483: 48
   Query 484: 336
   Query 485: 0
   Query 486: 456
   Query 487: 0
   Query 488: 438
   Query 489: 384
   Query 490: 696
   Query 491: 0
   Query 492: 570
   Query 493: 336
   Query 494: 570
   Query 495: 855
   Query 496: 0
   Query 497: 456
   Query 498: 228
   Query 499: 576
   Query 500: 0
   Query 501: 684
   Query 502: 372
   Query 503: 216
   Query 504: 304
   Query 505: 0
   Query 506: 0
   Query 507: 0
   Query 508: 760
   Query 509: 192
   Query 510: 0
   Query 511: 456
   Query 512: 432
   Query 513: 0
   Query 514: 228
   Query 515: 0
   Query 516: 192
   Query 517: 304
   Query 518: 0
   Query 519: 228
   Query 520: 0
   Query 521: 0
   Query 522: 276
   Query 523: 456
   Query 524: 0
   Query 525: 0
   Query 526: 411
   Query 527: 0
   Query 528: 288
   Query 529: 741
   Query 530: 0
   Query 531: 456
   Query 532: 0
   Query 533: 660
   Query 534: 336
   Query 535: 816
   Query 536: 0
   Query 537: 48
   Query 538: 0
   Query 539: 798
   Query 540: 528
   Query 541: 57
   Query 542: 768
   Query 543: 0
   Query 544: 184
   Query 545: 304
   Query 546: 720
   Query 547: 456
   Query 548: 456
   Query 549: 456
   Query 550: 114
   Query 551: 228
   Query 552: 0
   Query 553: 624
   Query 554: 0
   Query 555: 0
   Query 556: 294
   Query 557: 48
   Query 558: 804
   Query 559: 0
   Query 560: 720
   Query 561: 456
   Query 562: 570
   Query 563: 24
   Query 564: 0
   Query 565: 0
   Query 566: 456
   Query 567: 133
   Query 568: 456
   Query 569: 342
   Query 570: 0
   Query 571: 536
   Query 572: 0
   Query 573: 104
   Query 574: 456
   Query 575: 336
   Query 576: 228
   Query 577: 516
   Query 578: 0
   Query 579: 720
   Query 580: 0
   Query 581: 0
   Query 582: 432
   Query 583: 342
   Query 584: 0
   Query 585: 816
   Query 586: 896
   Query 587: 228
   Query 588: 216
   Query 589: 0
   Query 590: 768
   Query 591: 0
   Query 592: 0
   Query 593: 0
   Query 594: 0
   Query 595: 0
   Query 596: 216
   Query 597: 216
   Query 598: 507
   Query 599: 114
   Query 600: 0
   Query 601: 456
   Query 602: 0
   Query 603: 0
   Query 604: 0
   Query 605: 0
   Query 606: 336
   Query 607: 684
   Query 608: 0
   Query 609: 228
   Query 610: 690
   Query 611: 632
   Query 612: 464
   Query 613: 288
   Query 614: 152
   Query 615: 408
   Query 616: 0
   Query 617: 720
   Query 618: 760
   Query 619: 456
   Query 620: 0
   Query 621: 864
   Query 622: 456
   Query 623: 0
   Query 624: 0
   Query 625: 608
   Query 626: 0
   Query 627: 816
   Query 628: 552
   Query 629: 320
   Query 630: 0
   Query 631: 240
   Query 632: 336
   Query 633: 336
   Query 634: 288
   Query 635: 0
   Query 636: 48
   Query 637: 228
   Query 638: 456
   Query 639: 114
   Query 640: 114
   Query 641: 0
   Query 642: 543
   Query 643: 672
   Query 644: 38
   Query 645: 456
   Query 646: 0
   Query 647: 456
   Query 648: 288
   Query 649: 0
   Query 650: 0
   Query 651: 864
   Query 652: 0
   Query 653: 608
   Query 654: 608
   Query 655: 864
Case 15
   Query 1: 0
   Query 2: 0
   Query 3: 0
   Query 4: 0
   Query 5: 0
   Query 6: 171
   Query 7: 0
   Query 8: 0
   Query 9: 456
   Query 10: 0
   Query 11: 612
   Query 12: 456
   Query 13: 0
   Query 14: 0
   Query 15: 804
   Query 16: 0
